Record Type,Workflow,Category,Trigger,Action,Arguments,Condition
Invitation Letter Request,Invitation Letter Request,State Event2,Entry,Set Field Value,Status=Rejected,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 6174, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Rejected', actionCondition: '', actionScriptId: 'workflowaction17013'});"
Invitation Letter Request,Invitation Letter Request,State Event2,Entry,Send Email,"To: Employee, Subject: Invitation Letter Request REJECTED","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 7771, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Employee, Subject: Invitation Letter Request REJECTED', actionCondition: '', actionScriptId: 'workflowaction18181'});"
Local Flight Request,Local Flight Request,State Event1,Entry,Set Field Value,Status=New,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11761, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=New', actionCondition: 'Status != Rejected', actionScriptId: 'workflowaction20720'});"
Local Flight Request,Local Flight Request,Record Load1,Before Record Load,Add Button,Label: Submit for Approval,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11742, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Submit for Approval', actionCondition: '', actionScriptId: 'workflowaction20705'});"
Local Flight Request,Local Flight Request,Form Event4,After Field Edit,Set Field Display Type,Return Date = DISABLED,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11798, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Return Date = DISABLED', actionCondition: 'Type of flight = One-Way', actionScriptId: 'workflowaction20744'});"
Local Flight Request,Local Flight Request,Form Event4,After Field Edit,Set Field Display Type,Return Date = NORMAL,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11799, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Return Date = NORMAL', actionCondition: 'Type of flight != One-Way', actionScriptId: 'workflowaction20745'});"
Local Flight Request,Local Flight Request,Form Event4,After Field Edit,Set Field Mandatory,Return Date = True,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11800, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Return Date = True', actionCondition: 'Type of flight = Return Flight', actionScriptId: 'workflowaction20746'});"
Local Flight Request,Local Flight Request,Form Event4,After Field Edit,Set Field Mandatory,Return Date = False,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11801, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Return Date = False', actionCondition: 'Type of flight = One-Way', actionScriptId: 'workflowaction20747'});"
Local Flight Request,Local Flight Request,State Event2,Entry,Set Field Value,Status=Pending HOD Approval,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11762, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending HOD Approval', actionCondition: '', actionScriptId: 'workflowaction20721'});"
Local Flight Request,Local Flight Request,State Event2,Entry,Send Email,"To: Next Approver, Subject: New Local Flight Request","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11747, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Next Approver, Subject: New Local Flight Request', actionCondition: '', actionScriptId: 'workflowaction20710'});"
Local Flight Request,Local Flight Request,Record Load4,Before Record Load,Add Button,Label: Recall,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11767, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Recall', actionCondition: '', actionScriptId: 'workflowaction20725'});"
Local Flight Request,Local Flight Request,Record Load4,Before Record Load,Add Button,Label: Approve,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11743, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Approve', actionCondition: 'User = Next Approver', actionScriptId: 'workflowaction20706'});"
Local Flight Request,Local Flight Request,Record Load4,Before Record Load,Add Button,Label: Reject,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11744, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Reject', actionCondition: 'User = Next Approver', actionScriptId: 'workflowaction20707'});"
Local Flight Request,Local Flight Request,Record Load4,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11750, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: 'User != Next Approver', actionScriptId: 'workflowaction20713'});"
Local Flight Request,Local Flight Request,State Event2,Entry,Set Field Value,Status=Pending HOD Approval,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11762, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending HOD Approval', actionCondition: '', actionScriptId: 'workflowaction20721'});"
Local Flight Request,Local Flight Request,State Event2,Entry,Send Email,"To: Next Approver, Subject: New Local Flight Request","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11747, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Next Approver, Subject: New Local Flight Request', actionCondition: '', actionScriptId: 'workflowaction20710'});"
Local Flight Request,Local Flight Request,Record Load4,Before Record Load,Add Button,Label: Recall,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11767, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Recall', actionCondition: '', actionScriptId: 'workflowaction20725'});"
Local Flight Request,Local Flight Request,Record Load4,Before Record Load,Add Button,Label: Approve,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11743, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Approve', actionCondition: 'User = Next Approver', actionScriptId: 'workflowaction20706'});"
Local Flight Request,Local Flight Request,Record Load4,Before Record Load,Add Button,Label: Reject,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11744, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Reject', actionCondition: 'User = Next Approver', actionScriptId: 'workflowaction20707'});"
Local Flight Request,Local Flight Request,Record Load4,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11750, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: 'User != Next Approver', actionScriptId: 'workflowaction20713'});"
Local Flight Request,Local Flight Request,State Event3,Entry,Set Field Value,Status=Pending COO Approval,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11764, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending COO Approval', actionCondition: '', actionScriptId: 'workflowaction20723'});"
Local Flight Request,Local Flight Request,State Event3,Entry,Set Field Value,Next Approver=Joyland Ankuma,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11763, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Next Approver=Joyland Ankuma', actionCondition: '', actionScriptId: 'workflowaction20722'});"
Local Flight Request,Local Flight Request,State Event3,Entry,Send Email,"To: Joyland Ankuma, Subject: New Local Flight Request","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11748, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Joyland Ankuma, Subject: New Local Flight Request', actionCondition: '', actionScriptId: 'workflowaction20711'});"
Local Flight Request,Local Flight Request,Record Load3,Before Record Load,Add Button,Label: Approve,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11745, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Approve', actionCondition: 'User = Next Approver', actionScriptId: 'workflowaction20708'});"
Local Flight Request,Local Flight Request,Record Load3,Before Record Load,Add Button,Label: Reject,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11746, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Reject', actionCondition: 'User = Next Approver', actionScriptId: 'workflowaction20709'});"
Local Flight Request,Local Flight Request,Record Load3,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11751, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: 'User != Next Approver', actionScriptId: 'workflowaction20714'});"
Local Flight Request,Local Flight Request,State Event1,Entry,Set Field Value,Status=Rejected,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 11760, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Rejected', actionCondition: '', actionScriptId: 'workflowaction20719'});"
Permission to Dispose Off Records,Permission to Dispose Records workflow,Record Load1,Before Record Load,Add Button,Label: Submit for Approval,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4631, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Submit for Approval', actionCondition: '', actionScriptId: 'workflowaction15961'});"
Permission to Dispose Off Records,Permission to Dispose Records workflow,Record Load1,Before Record Load,Add Button,Label: Submit for Approval,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4631, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Submit for Approval', actionCondition: '', actionScriptId: 'workflowaction15961'});"
Permission to Dispose Off Records,Permission to Dispose Records workflow,State Event2,Entry,Set Field Value,Status=Pending Approval,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4636, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending Approval', actionCondition: '', actionScriptId: 'workflowaction15965'});"
Permission to Dispose Off Records,Permission to Dispose Records workflow,State Event2,Entry,Send Email,"To: Winnie Wekete Sinabisi, Subject: Permission to Dispose off Records","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4639, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Winnie Wekete Sinabisi, Subject: Permission to Dispose off Records', actionCondition: '', actionScriptId: 'workflowaction15968'});"
Permission to Dispose Off Records,Permission to Dispose Records workflow,Record Load3,Before Record Load,Add Button,Label: Approve,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4632, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Approve', actionCondition: 'User : is HOD = T', actionScriptId: 'workflowaction15962'});"
Permission to Dispose Off Records,Permission to Dispose Records workflow,Record Load3,Before Record Load,Add Button,Label: Recall,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4633, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Recall', actionCondition: '', actionScriptId: 'workflowaction15963'});"
Permission to Dispose Off Records,Permission to Dispose Records workflow,Record Load3,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4635, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: 'User : is HOD = F', actionScriptId: 'workflowaction15964'});"
Pre-Selection Criteria:Training Provider,Pre-Selection Criteria,State Event1,Entry,Set Field Display Type,Experience rating = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4754, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Experience rating = INLINE', actionCondition: '', actionScriptId: 'workflowaction16051'});"
Pre-Selection Criteria:Training Provider,Pre-Selection Criteria,State Event1,Entry,Set Field Display Type,Training Delivery rating = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4758, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Training Delivery rating = INLINE', actionCondition: '', actionScriptId: 'workflowaction16055'});"
Pre-Selection Criteria:Training Provider,Pre-Selection Criteria,State Event1,Entry,Set Field Display Type,Result = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4760, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Result = INLINE', actionCondition: '', actionScriptId: 'workflowaction16057'});"
Pre-Selection Criteria:Training Provider,Pre-Selection Criteria,Form Event3,After Field Edit,Set Field Value,Experience rating=((parseInt({custrecord750})+parseInt({custrecord777})+parseInt({custrecord778}))),"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4761, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Experience rating=((parseInt({custrecord750})+parseInt({custrecord777})+parseInt({custrecord778})))', actionCondition: '', actionScriptId: 'workflowaction16058'});"
Pre-Selection Criteria:Training Provider,Pre-Selection Criteria,Form Event3,After Field Edit,Set Field Value,"Training Delivery rating=((
parseInt({custrecord756})
 + parseInt({custrecord779}) ) )","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4762, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Training Delivery rating=((\r\nparseInt({custrecord756})\r\n + parseInt({custrecord779}) ) )', actionCondition: '', actionScriptId: 'workflowaction16059'});"
Pre-Selection Criteria:Training Provider,Pre-Selection Criteria,Form Event3,After Field Edit,Set Field Value,"Result=(((({custrecord762}*1) + ({custrecord764}*1) + (parseInt({custrecord757}) + parseInt({custrecord755}) + parseInt({custrecord758})
)))/13)*100","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4763, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Result=(((({custrecord762}*1) + ({custrecord764}*1) + (parseInt({custrecord757}) + parseInt({custrecord755}) + parseInt({custrecord758})\r\n)))/13)*100', actionCondition: '', actionScriptId: 'workflowaction16060'});"
